Month (abbr),Year,Country/Area,집계(Growth Rate(%)),합계(Visitor Arrivals)
Oct.,2018,Indonesia,105.68578916715201,28253
Sep.,2018,Indonesia,83.598797896318558,24437
Aug.,2018,Indonesia,66.238462270434866,17470
Jul.,2018,Indonesia,113.17081020194706,26495
Jun.,2018,Indonesia,349.79575490588707,56157
May,2018,Indonesia,82.155057611024262,31460
Apr.,2018,Indonesia,143.341048947101,43103
Mar.,2018,Indonesia,134.44187391555812,32428
Feb.,2018,Indonesia,168.17892997839624,21103
Jan.,2018,Indonesia,163.45034397600989,29870
Dec.,2018,India,11065.217391304348,10272
Nov.,2018,India,6532.5,13265
Oct.,2018,India,10977.41935483871,13736
Sep.,2018,India,10900,13310
Aug.,2018,India,11200,10509
Jul.,2018,India,12983.157894736843,12429
Jun.,2018,India,8223.3333333333339,12485
May,2018,India,8578.8944723618079,17271
Apr.,2018,India,16002.727272727274,17713
Mar.,2018,India,9060.2649006622505,13832
Feb.,2018,India,8842.045454545454,7869
Jan.,2018,India,12359.34065934066,11338
Dec.,2018,Iceland,-80.508474576271183,92
Nov.,2018,Iceland,-76.958525345622121,200
Oct.,2018,Iceland,-91.388888888888886,124
Sep.,2018,Iceland,-85.421686746987959,121
Aug.,2018,Iceland,-88.822115384615387,93
Jul.,2018,Iceland,-88.862837045720994,95
Jun.,2018,Iceland,-77.711738484398225,150
May,2018,Iceland,-80.08008008008008,199
Apr.,2018,Iceland,-90.654205607476641,110
Mar.,2018,Iceland,-88.543247344461307,151
Feb.,2018,Iceland,-80.135440180586897,88
Jan.,2018,Iceland,-82.99065420560747,91
Dec.,2018,Hungary,-99.774652190934518,472
Nov.,2018,Hungary,-99.480811560914916,868
Oct.,2018,Hungary,-99.150307128569153,1440
Sep.,2018,Hungary,-99.342178261765497,830
Aug.,2018,Hungary,-99.580067330550605,832
Jul.,2018,Hungary,-99.623823068951069,853
Jun.,2018,Hungary,-99.672584152683783,673
May,2018,Hungary,-99.475604314847374,999
Apr.,2018,Hungary,-99.345856722058585,1177
Mar.,2018,Hungary,-99.326351513664633,1318
Feb.,2018,Hungary,-99.751795699286205,443
Jan.,2018,Hungary,-99.666708198355352,535
Dec.,2018,Hong Kong,307920.5882352941,209454
Nov.,2018,Hong Kong,179667.74193548388,167184
Oct.,2018,Hong Kong,127323.30827067669,169473
Sep.,2018,Hong Kong,131331.25,126174
Aug.,2018,Hong Kong,309473.4375,198127
Jul.,2018,Hong Kong,251850,226755
Jun.,2018,Hong Kong,199462.13592233008,205549
May,2018,Hong Kong,275994.20289855072,190505
Apr.,2018,Hong Kong,276715.38461538462,179930
Mar.,2018,Hong Kong,320639.34426229505,195651
Feb.,2018,Hong Kong,524847.0588235294,178482
Jan.,2018,Hong Kong,205694.87179487178,160520
Dec.,2018,Honduras,1600,68
Nov.,2018,Honduras,745.45454545454538,93
Oct.,2018,Honduras,1562.5,133
Sep.,2018,Honduras,1100,96
Aug.,2018,Honduras,276.47058823529409,64
Jul.,2018,Honduras,400,90
Jun.,2018,Honduras,5050,103
May,2018,Honduras,762.5,69
Apr.,2018,Honduras,550,65
Mar.,2018,Honduras,662.5,61
Feb.,2018,Honduras,1033.3333333333335,34
Jan.,2018,Honduras,875,78
Dec.,2018,Haiti,100,4
Nov.,2018,Haiti,0,11
Oct.,2018,Haiti,60,8
Sep.,2018,Haiti,-27.27272727272727,8
Aug.,2018,Haiti,142.85714285714286,17
Jul.,2018,Haiti,125,18
Jun.,2018,Haiti,-60,2
May,2018,Haiti,100,8
Apr.,2018,Haiti,400,10
Mar.,2018,Haiti,14.285714285714285,8
Feb.,2018,Haiti,0,3
Jan.,2018,Haiti,14.285714285714285,8
Dec.,2018,Guyana,,2
Nov.,2018,Guyana,450,11
Oct.,2018,Guyana,0,5
Sep.,2018,Guyana,1000,11
Aug.,2018,Guyana,-22.222222222222221,7
Jul.,2018,Guyana,166.66666666666669,8
Jun.,2018,Guyana,150,5
May,2018,Guyana,100,4
Apr.,2018,Guyana,100,2
Mar.,2018,Guyana,600,7
Feb.,2018,Guyana,,3
Jan.,2018,Guyana,600,7
Dec.,2018,Guinea-Bissau,-100,0
Nov.,2018,Guinea-Bissau,-88.888888888888886,2
Oct.,2018,Guinea-Bissau,-72.222222222222214,5
Sep.,2018,Guinea-Bissau,-95,1
Aug.,2018,Guinea-Bissau,-52.631578947368418,9
Jul.,2018,Guinea-Bissau,-80,3
Jun.,2018,Guinea-Bissau,-85.714285714285708,2
May,2018,Guinea-Bissau,-77.777777777777786,2
Apr.,2018,Guinea-Bissau,-90.909090909090907,1
Mar.,2018,Guinea-Bissau,-92.857142857142861,1
Feb.,2018,Guinea-Bissau,-100,0
Jan.,2018,Guinea-Bissau,-88.888888888888886,1
Dec.,2018,Guinea,-95.964125560538122,9
Nov.,2018,Guinea,-89.595375722543352,18
Oct.,2018,Guinea,-91.17647058823529,18
Sep.,2018,Guinea,-85.714285714285708,20
Aug.,2018,Guinea,-73.611111111111114,19
Jul.,2018,Guinea,-87.068965517241381,15
Jun.,2018,Guinea,-91.616766467065872,14
May,2018,Guinea,-94.512195121951208,9
Apr.,2018,Guinea,-93.037974683544306,11
Mar.,2018,Guinea,-91.082802547770697,14
Feb.,2018,Guinea,-89.189189189189193,12
Jan.,2018,Guinea,-93.07692307692308,9
Dec.,2018,Guatemala,5475,223
Nov.,2018,Guatemala,2371.4285714285716,173
Oct.,2018,Guatemala,6700,204
Sep.,2018,Guatemala,4566.6666666666661,140
Aug.,2018,Guatemala,7100,72
Jul.,2018,Guatemala,5700,116
Jun.,2018,Guatemala,2683.333333333333,167
May,2018,Guatemala,8100,164
Apr.,2018,Guatemala,5166.6666666666661,158
Mar.,2018,Guatemala,1107.6923076923076,157
Feb.,2018,Guatemala,2675,111
Jan.,2018,Guatemala,1344.4444444444446,130
Dec.,2018,Grenada,-99.257884972170686,4
Nov.,2018,Grenada,-98.90625,7
Oct.,2018,Grenada,-99.634146341463421,3
Sep.,2018,Grenada,-99.50248756218906,3
Aug.,2018,Grenada,-99.838709677419359,1
Jul.,2018,Grenada,-99.673735725938002,2
Jun.,2018,Grenada,-98.854961832061079,6
May,2018,Grenada,-99.702380952380949,2
Apr.,2018,Grenada,-99.718045112781951,3
Mar.,2018,Grenada,-98.651452282157678,13
Feb.,2018,Grenada,-99.069767441860463,4
Jan.,2018,Grenada,-98.121085594989566,9
Dec.,2018,Greece,311.4503816793893,539
Nov.,2018,Greece,503.77358490566041,640
Oct.,2018,Greece,371.26436781609192,820
Sep.,2018,Greece,463.55140186915884,603
Aug.,2018,Greece,222.91666666666666,620
Jul.,2018,Greece,581.11111111111109,613
Jun.,2018,Greece,367.85714285714283,524
May,2018,Greece,510.90909090909094,672
Apr.,2018,Greece,609.33333333333337,1064
Mar.,2018,Greece,635.87786259541986,964
Feb.,2018,Greece,481.08108108108104,430
Jan.,2018,Greece,343.51851851851853,479
Dec.,2018,Ghana,-98.949141665329705,131
Nov.,2018,Ghana,-99.428386540120798,106
Oct.,2018,Ghana,-99.300193050193059,174
Sep.,2018,Ghana,-99.465160451864449,107
Aug.,2018,Ghana,-98.81525360977416,192
Jul.,2018,Ghana,-99.47552447552448,90
Jun.,2018,Ghana,-99.223354829762158,112
May,2018,Ghana,-99.459831074445106,110
Apr.,2018,Ghana,-99.321635311143268,150
Mar.,2018,Ghana,-99.474381093768798,131
Feb.,2018,Ghana,-99.43956376855499,74
Jan.,2018,Ghana,-99.024037592626058,108
Dec.,2018,Germany,42886.206896551725,12466
Nov.,2018,Germany,20735.955056179777,18544
Oct.,2018,Germany,14355.81395348837,24864
Sep.,2018,Germany,25881.81818181818,20006
Aug.,2018,Germany,36731.818181818184,16206
Jul.,2018,Germany,22780,17160
Jun.,2018,Germany,16668.60465116279,14421
May,2018,Germany,42325,20364
Apr.,2018,Germany,29382.666666666664,22112
Mar.,2018,Germany,46924.528301886792,24923
Feb.,2018,Germany,25292.307692307695,13204
Jan.,2018,Germany,28274.358974358973,11066
Dec.,2018,Georgia,262.5,29
Nov.,2018,Georgia,1383.3333333333335,89
Oct.,2018,Georgia,2050,172
Sep.,2018,Georgia,862.5,77
Aug.,2018,Georgia,266.66666666666663,44
Jul.,2018,Georgia,1775,75
Jun.,2018,Georgia,1333.3333333333335,86
May,2018,Georgia,860,48
Apr.,2018,Georgia,1775,75
Mar.,2018,Georgia,783.33333333333326,53
Feb.,2018,Georgia,940,52
Jan.,2018,Georgia,680,39
Dec.,2018,Gambia,14.285714285714285,8
Nov.,2018,Gambia,-60,6
Oct.,2018,Gambia,-46.666666666666664,8
Sep.,2018,Gambia,-11.111111111111111,8
Aug.,2018,Gambia,-33.333333333333329,12
Jul.,2018,Gambia,-60,4
Jun.,2018,Gambia,100,6
May,2018,Gambia,150,5
Apr.,2018,Gambia,-42.857142857142854,4
Mar.,2018,Gambia,50,6
Feb.,2018,Gambia,-37.5,5
Jan.,2018,Gambia,-37.5,5
Dec.,2018,Gabon,-99.960514440433215,7
Nov.,2018,Gabon,-99.931997461238552,15
Oct.,2018,Gabon,-99.956293706293707,15
Sep.,2018,Gabon,-99.955319465819386,9
Aug.,2018,Gabon,-99.936158893420824,18
Jul.,2018,Gabon,-99.969929333934744,10
Jun.,2018,Gabon,-99.984520922553017,3
May,2018,Gabon,-99.993239360443496,2
Apr.,2018,Gabon,-99.984107884759467,7
Mar.,2018,Gabon,-99.984209695247117,4
Feb.,2018,Gabon,-99.950775289195164,8
Jan.,2018,Gabon,-99.945212984522669,8
Dec.,2018,France,798.5301571211354,17728
Nov.,2018,France,954.9019607843137,22058
Oct.,2018,France,968.82591093117401,34320
Sep.,2018,France,919.38259109311741,20143
Aug.,2018,France,1916.8097281831188,28195
Jul.,2018,France,1515.8892128279883,33255
Jun.,2018,France,623.44158268010449,19381
May,2018,France,1058.7544065804937,29583
Apr.,2018,France,1435.8089260808927,44047
Mar.,2018,France,851.61532682193842,25332
Feb.,2018,France,811.49747616376897,16252
Jan.,2018,France,683.36909871244643,14602
Dec.,2018,Finland,1394.6969696969697,1973
Nov.,2018,Finland,1249.0322580645161,2091
Oct.,2018,Finland,2766.9642857142858,3211
Sep.,2018,Finland,1506.5040650406504,1976
Aug.,2018,Finland,505.19480519480516,1398
Jul.,2018,Finland,810.61946902654859,2058
Jun.,2018,Finland,3334.6153846153848,2679
May,2018,Finland,2975.9036144578313,2553
Apr.,2018,Finland,2140.625,2868
Mar.,2018,Finland,3031.7647058823527,2662
Feb.,2018,Finland,2342.4657534246576,1783
Jan.,2018,Finland,1882.9787234042551,1864
Dec.,2018,Fiji,135.71428571428572,132
Nov.,2018,Fiji,171.92982456140351,155
Oct.,2018,Fiji,28.735632183908045,112
Sep.,2018,Fiji,12.844036697247708,123
Aug.,2018,Fiji,320,231
Jul.,2018,Fiji,391.30434782608694,226
Jun.,2018,Fiji,56.000000000000007,78
May,2018,Fiji,33.87096774193548,83
Apr.,2018,Fiji,190.90909090909091,128
Mar.,2018,Fiji,41.666666666666671,85
Feb.,2018,Fiji,46,73
Jan.,2018,Fiji,70.909090909090907,94
Dec.,2018,Ethiopia,1766.6666666666667,56
Nov.,2018,Ethiopia,850,57
Oct.,2018,Ethiopia,4250,87
Sep.,2018,Ethiopia,990,109
Aug.,2018,Ethiopia,400,55
Jul.,2018,Ethiopia,1433.3333333333335,46
Jun.,2018,Ethiopia,1566.6666666666665,50
May,2018,Ethiopia,,62
Apr.,2018,Ethiopia,780,44
Mar.,2018,Ethiopia,5900,60
Feb.,2018,Ethiopia,900,50
Jan.,2018,Ethiopia,1000,55
Dec.,2018,Eswatini,-98.013245033112582,3
Nov.,2018,Eswatini,-97.65625,6
Oct.,2018,Eswatini,-99.468085106382972,2
Sep.,2018,Eswatini,-96.108949416342412,10
Aug.,2018,Eswatini,-95.319148936170222,11
Jul.,2018,Eswatini,-98.125,3
Jun.,2018,Eswatini,-98.617511520737324,3
May,2018,Eswatini,-100,0
Apr.,2018,Eswatini,-99.231950844854069,5
Mar.,2018,Eswatini,-99.644128113879006,1
Feb.,2018,Eswatini,-97.142857142857139,5
Jan.,2018,Eswatini,-97.076023391812853,5
Dec.,2018,Estonia,15000,151
Nov.,2018,Estonia,2744.4444444444443,256
Oct.,2018,Estonia,9300,376
Sep.,2018,Estonia,5040,257
Aug.,2018,Estonia,7733.333333333333,235
Jul.,2018,Estonia,15900,160
Jun.,2018,Estonia,2311.1111111111109,217
May,2018,Estonia,9766.6666666666679,296
Apr.,2018,Estonia,9200,651
Mar.,2018,Estonia,2710,281
Feb.,2018,Estonia,4275,175
Jan.,2018,Estonia,4175,171
Dec.,2018,Eritrea,,1
Nov.,2018,Eritrea,350,9
Oct.,2018,Eritrea,300,4
Sep.,2018,Eritrea,400,5
Aug.,2018,Eritrea,,3
Jul.,2018,Eritrea,,1
Jun.,2018,Eritrea,800,9
May,2018,Eritrea,200,3
Apr.,2018,Eritrea,133.33333333333331,7
Mar.,2018,Eritrea,,10
Feb.,2018,Eritrea,,4
Jan.,2018,Eritrea,300,4
Dec.,2018,Equatorial Guinea,-100,0
Nov.,2018,Equatorial Guinea,-97.647058823529406,2
Oct.,2018,Equatorial Guinea,-98.82352941176471,1
Sep.,2018,Equatorial Guinea,-98.969072164948457,1
Aug.,2018,Equatorial Guinea,-100,0
Jul.,2018,Equatorial Guinea,-100,0
Jun.,2018,Equatorial Guinea,-97.916666666666657,1
May,2018,Equatorial Guinea,-98.039215686274503,1
Apr.,2018,Equatorial Guinea,-96.428571428571431,3
Mar.,2018,Equatorial Guinea,-100,0
Feb.,2018,Equatorial Guinea,-100,0
Jan.,2018,Equatorial Guinea,-97.826086956521735,1
Dec.,2018,El Salvador,-76.81564245810057,83
Nov.,2018,El Salvador,-79.952830188679243,85
Oct.,2018,El Salvador,-86.635220125786162,85
Sep.,2018,El Salvador,-81.55893536121674,97
Aug.,2018,El Salvador,-80.851063829787222,63
Jul.,2018,El Salvador,-88.339222614840978,66
Jun.,2018,El Salvador,-87.33509234828496,48
May,2018,El Salvador,-83.387622149837142,51
Apr.,2018,El Salvador,-81.818181818181827,84
Mar.,2018,El Salvador,-73.198847262247838,93
Feb.,2018,El Salvador,-87.241379310344826,37
Jan.,2018,El Salvador,-85.534591194968556,46
Dec.,2018,Egypt,377.33333333333337,358
Nov.,2018,Egypt,108.86699507389162,424
Oct.,2018,Egypt,101.26582278481013,636
Sep.,2018,Egypt,155.33980582524271,526
Aug.,2018,Egypt,31.600000000000001,329
Jul.,2018,Egypt,227.16763005780348,566
Jun.,2018,Egypt,90.452261306532662,379
May,2018,Egypt,36.444444444444443,307
Apr.,2018,Egypt,52.475247524752476,462
Mar.,2018,Egypt,77.040816326530617,347
Feb.,2018,Egypt,267.08860759493672,290
Jan.,2018,Egypt,249.45054945054946,318
Dec.,2018,Ecuador,341.1764705882353,75
Nov.,2018,Ecuador,463.88888888888891,203
Oct.,2018,Ecuador,507.69230769230768,316
Sep.,2018,Ecuador,232.25806451612905,206
Aug.,2018,Ecuador,792.85714285714289,250
Jul.,2018,Ecuador,1230.7692307692309,173
Jun.,2018,Ecuador,2387.5,199
May,2018,Ecuador,765.38461538461547,225
Apr.,2018,Ecuador,2930,303
Mar.,2018,Ecuador,148.1012658227848,196
Feb.,2018,Ecuador,203.84615384615384,79
Jan.,2018,Ecuador,184.375,91
Dec.,2018,East Timor,-89.506172839506178,17
Nov.,2018,East Timor,-81.44329896907216,36
Oct.,2018,East Timor,-83.492063492063494,52
Sep.,2018,East Timor,-76.153846153846146,62
Aug.,2018,East Timor,-84.782608695652172,28
Jul.,2018,East Timor,-92.737430167597765,13
Jun.,2018,East Timor,-96.019900497512438,8
May,2018,East Timor,-88.888888888888886,26
Apr.,2018,East Timor,-95.370370370370367,10
Mar.,2018,East Timor,-57.754010695187162,79
Feb.,2018,East Timor,-86.021505376344081,26
Jan.,2018,East Timor,-86.666666666666671,32
Dec.,2018,Dominican Republic,1925,162
Nov.,2018,Dominican Republic,2325,194
Oct.,2018,Dominican Republic,6200,315
Sep.,2018,Dominican Republic,5100,260
Aug.,2018,Dominican Republic,3579.9999999999995,184
Jul.,2018,Dominican Republic,17800,179
Jun.,2018,Dominican Republic,4925,201
May,2018,Dominican Republic,23300,234
Apr.,2018,Dominican Republic,2300,216
Mar.,2018,Dominican Republic,1600,187
Feb.,2018,Dominican Republic,3620.0000000000005,186
Jan.,2018,Dominican Republic,4700,240
Dec.,2018,Dominica,-20,8
Nov.,2018,Dominica,0,8
Oct.,2018,Dominica,-50,5
Sep.,2018,Dominica,-44.444444444444443,5
Aug.,2018,Dominica,-28.571428571428569,5
Jul.,2018,Dominica,-93.333333333333329,1
Jun.,2018,Dominica,-33.333333333333329,4
May,2018,Dominica,-85.714285714285708,1
Apr.,2018,Dominica,12.5,9
Mar.,2018,Dominica,1000,11
Feb.,2018,Dominica,25,5
Jan.,2018,Dominica,0,5
Dec.,2018,Djibouti,-99.312714776632305,10
Nov.,2018,Djibouti,-99.62281942479963,8
Oct.,2018,Djibouti,-99.73375931842385,10
Sep.,2018,Djibouti,-99.594229035166819,9
Aug.,2018,Djibouti,-99.548678272082526,7
Jul.,2018,Djibouti,-99.65148698884758,15
Jun.,2018,Djibouti,-99.681697612732094,6
May,2018,Djibouti,-99.650524213679475,7
Apr.,2018,Djibouti,-99.712746858168771,8
Mar.,2018,Djibouti,-99.973780807551123,1
Feb.,2018,Djibouti,-99.74699557242252,4
Jan.,2018,Djibouti,-99.704142011834321,5
Dec.,2018,Denmark,4057.1428571428569,1455
Nov.,2018,Denmark,4720.454545454545,2121
Oct.,2018,Denmark,5265.7142857142862,3756
Sep.,2018,Denmark,5445,2218
Aug.,2018,Denmark,4746.875,1551
Jul.,2018,Denmark,11532.432432432432,4304
Jun.,2018,Denmark,8468.181818181818,1885
May,2018,Denmark,4669.0476190476193,2003
Apr.,2018,Denmark,7636.1111111111113,2785
Mar.,2018,Denmark,9435,3814
Feb.,2018,Denmark,6224,1581
Jan.,2018,Denmark,5727.5862068965516,1690
Dec.,2018,Democratic Republic of the Congo,-95.406824146981634,35
Nov.,2018,Democratic Republic of the Congo,-96.170583115752834,44
Oct.,2018,Democratic Republic of the Congo,-95.031937544357703,70
Sep.,2018,Democratic Republic of the Congo,-96.393146979260592,40
Aug.,2018,Democratic Republic of the Congo,-96.342857142857142,32
Jul.,2018,Democratic Republic of the Congo,-97.257227575982213,37
Jun.,2018,Democratic Republic of the Congo,-97.784491440080572,22
May,2018,Democratic Republic of the Congo,-96.491228070175438,42
Apr.,2018,Democratic Republic of the Congo,-97.299324831207798,36
Mar.,2018,Democratic Republic of the Congo,-95.623632385120345,40
Feb.,2018,Democratic Republic of the Congo,-95.826377295492478,25
Jan.,2018,Democratic Republic of the Congo,-94.876325088339215,29
Dec.,2018,Czech Republic,529.75206611570252,762
Nov.,2018,Czech Republic,890.51724137931035,1149
Oct.,2018,Czech Republic,753.93939393939388,1409
Sep.,2018,Czech Republic,1043.2989690721649,1109
Aug.,2018,Czech Republic,344.16243654822335,875
Jul.,2018,Czech Republic,979.19999999999993,1349
Jun.,2018,Czech Republic,923.71134020618547,993
May,2018,Czech Republic,1342.1686746987953,1197
Apr.,2018,Czech Republic,590.67357512953367,1333
Mar.,2018,Czech Republic,474.84276729559747,914
Feb.,2018,Czech Republic,1051.9230769230769,599
Jan.,2018,Czech Republic,784.375,566
Dec.,2018,Cyprus,404.16666666666669,121
Nov.,2018,Cyprus,65.714285714285708,116
Oct.,2018,Cyprus,258.69565217391306,165
Sep.,2018,Cyprus,36.619718309859159,97
Aug.,2018,Cyprus,198.4848484848485,197
Jul.,2018,Cyprus,78.571428571428569,125
Jun.,2018,Cyprus,21.25,97
May,2018,Cyprus,167.74193548387098,83
Apr.,2018,Cyprus,302.08333333333337,193
Mar.,2018,Cyprus,165,159
Feb.,2018,Cyprus,79.310344827586206,52
Jan.,2018,Cyprus,64.102564102564102,64
Dec.,2018,Cuba,-89.743589743589752,24
Nov.,2018,Cuba,-75.088967971530252,70
Oct.,2018,Cuba,-86.894586894586894,46
Sep.,2018,Cuba,-77.742946708463947,71
Aug.,2018,Cuba,-68.720379146919427,66
Jul.,2018,Cuba,-78.527607361963192,70
Jun.,2018,Cuba,-62.264150943396224,80
May,2018,Cuba,-91.117478510028647,31
Apr.,2018,Cuba,-89.14027149321268,48
Mar.,2018,Cuba,-82.507288629737602,60
Feb.,2018,Cuba,-81.045751633986924,29
Jan.,2018,Cuba,-79.032258064516128,39
Dec.,2018,Croatia,1460,234
Nov.,2018,Croatia,462,281
Oct.,2018,Croatia,394.36619718309862,351
Sep.,2018,Croatia,1286.9565217391305,319
Aug.,2018,Croatia,455.26315789473682,211
Jul.,2018,Croatia,1153.8461538461538,326
Jun.,2018,Croatia,657.14285714285711,212
May,2018,Croatia,990.625,349
Apr.,2018,Croatia,1478.5714285714287,442
Mar.,2018,Croatia,1043.3333333333333,343
Feb.,2018,Croatia,595.45454545454538,153
Jan.,2018,Croatia,520,186
Dec.,2018,Cote d'Ivoire,-94.208494208494216,15
Nov.,2018,Cote d'Ivoire,-77.973568281938327,50
Oct.,2018,Cote d'Ivoire,-80.810810810810807,71
Sep.,2018,Cote d'Ivoire,-91.63636363636364,23
Aug.,2018,Cote d'Ivoire,-72.463768115942031,38
Jul.,2018,Cote d'Ivoire,-85.635359116022102,26
Jun.,2018,Cote d'Ivoire,-85.106382978723403,28
May,2018,Cote d'Ivoire,-84.390243902439025,32
Apr.,2018,Cote d'Ivoire,-88.888888888888886,28
Mar.,2018,Cote d'Ivoire,-92.822966507177029,30
Feb.,2018,Cote d'Ivoire,-84.931506849315071,22
Jan.,2018,Cote d'Ivoire,-85.074626865671647,30
Dec.,2018,Costa Rica,2777.7777777777778,259
Nov.,2018,Costa Rica,3683.3333333333335,227
Oct.,2018,Costa Rica,2746.1538461538462,370
Sep.,2018,Costa Rica,27400,275
Aug.,2018,Costa Rica,4500,138
Jul.,2018,Costa Rica,3520.0000000000005,181
Jun.,2018,Costa Rica,9300,188
May,2018,Costa Rica,10150,205
Apr.,2018,Costa Rica,6200,252
Mar.,2018,Costa Rica,8260,418
Feb.,2018,Costa Rica,2820,146
Jan.,2018,Costa Rica,9950,201
Dec.,2018,Comoros,-98.928571428571431,9
Nov.,2018,Comoros,-99.075500770416028,6
Oct.,2018,Comoros,-98.898305084745758,13
Sep.,2018,Comoros,-99.912663755458524,1
Aug.,2018,Comoros,-99.56204379562044,3
Jul.,2018,Comoros,-99.489274770173637,5
Jun.,2018,Comoros,-99.824868651488615,2
May,2018,Comoros,-99.755201958384333,2
Apr.,2018,Comoros,-99.501246882793012,4
Mar.,2018,Comoros,-99.480249480249483,5
Feb.,2018,Comoros,-98.293515358361773,5
Jan.,2018,Comoros,-99.576271186440678,2
Dec.,2018,Colombia,-99.859786407961465,840
Nov.,2018,Colombia,-99.894856557775441,649
Oct.,2018,Colombia,-99.835023872604879,1180
Sep.,2018,Colombia,-99.824585593038577,1145
Aug.,2018,Colombia,-99.920360042366127,685
Jul.,2018,Colombia,-99.888635725067886,979
Jun.,2018,Colombia,-99.84992423933798,1142
May,2018,Colombia,-99.877804367334733,817
Apr.,2018,Colombia,-99.882641645826524,802
Mar.,2018,Colombia,-99.838297586230084,962
Feb.,2018,Colombia,-99.959097235503606,293
Jan.,2018,Colombia,-99.925352362154911,472
Dec.,2018,China,102659.17667238423,599086
Nov.,2018,China,69021.164613661807,617252
Oct.,2018,China,51099.355762347885,715255
Sep.,2018,China,46160.807937632882,652740
Aug.,2018,China,132839.87635239566,860121
Jul.,2018,China,100024.9430523918,879097
Jun.,2018,China,75018.361303060214,760949
May,2018,China,53516.680032076991,668600
Apr.,2018,China,55368.912337662332,683377
Mar.,2018,China,43388.304093567254,594920
Feb.,2018,China,35987.304785894208,716333
Jan.,2018,China,43962.996515679442,632304
Dec.,2018,Chile,14475,583
Nov.,2018,Chile,29666.666666666668,893
Oct.,2018,Chile,27839.999999999996,1397
Sep.,2018,Chile,35175,1411
Aug.,2018,Chile,64600,647
Jul.,2018,Chile,17460,878
Jun.,2018,Chile,50550,1013
May,2018,Chile,62250,1247
Apr.,2018,Chile,61500,1232
Mar.,2018,Chile,68300,1368
Feb.,2018,Chile,,1985
Jan.,2018,Chile,23816.666666666664,1435
Dec.,2018,Chad,,4
Nov.,2018,Chad,50,3
Oct.,2018,Chad,25,5
Sep.,2018,Chad,300,4
Aug.,2018,Chad,-66.666666666666657,1
Jul.,2018,Chad,66.666666666666657,5
Jun.,2018,Chad,0,2
May,2018,Chad,0,2
Apr.,2018,Chad,,2
Mar.,2018,Chad,100,2
Feb.,2018,Chad,-100,0
Jan.,2018,Chad,,6
Dec.,2018,Central Africa,-100,0
Nov.,2018,Central Africa,-60,2
Oct.,2018,Central Africa,-55.555555555555557,4
Sep.,2018,Central Africa,-87.5,1
Aug.,2018,Central Africa,-25,3
Jul.,2018,Central Africa,50,3
Jun.,2018,Central Africa,0,2
May,2018,Central Africa,-33.333333333333329,2
Apr.,2018,Central Africa,-100,0
Mar.,2018,Central Africa,-50,1
Feb.,2018,Central Africa,0,2
Jan.,2018,Central Africa,-100,0
Dec.,2018,Cape Verde,-99.996445329162526,1
Nov.,2018,Cape Verde,-99.981908965916489,5
Oct.,2018,Cape Verde,-99.973335703493021,9
Sep.,2018,Cape Verde,-99.965367965367975,8
Aug.,2018,Cape Verde,-99.983968578413695,4
Jul.,2018,Cape Verde,-99.992661089094384,2
Jun.,2018,Cape Verde,-99.991636698168435,2
May,2018,Cape Verde,-99.990451029697297,3
Apr.,2018,Cape Verde,-99.982484308860023,6
Mar.,2018,Cape Verde,-99.99426704121997,2
Feb.,2018,Cape Verde,-99.990404452334119,2
Jan.,2018,Cape Verde,-99.995112175570654,1
Dec.,2018,Canada,75932.432432432441,28132
Nov.,2018,Canada,38286.111111111109,27638
Oct.,2018,Canada,52639.0625,33753
Sep.,2018,Canada,17669.23076923077,23100
Aug.,2018,Canada,33168,24951
Jul.,2018,Canada,47710.526315789473,27252
Jun.,2018,Canada,30957.142857142855,23914
May,2018,Canada,71302.272727272721,31417
Apr.,2018,Canada,43260.759493670885,34255
Mar.,2018,Canada,44625.641025641031,34886
Feb.,2018,Canada,46217.777777777781,20843
Jan.,2018,Canada,37787.037037037036,20459
Dec.,2018,Cameroon,-98.094747682801227,37
Nov.,2018,Cameroon,-96.479217603911977,72
Oct.,2018,Cameroon,-96.701030927835049,64
Sep.,2018,Cameroon,-91.083676268861453,130
Aug.,2018,Cameroon,-93.966210780370076,75
Jul.,2018,Cameroon,-95.468998410174876,57
Jun.,2018,Cameroon,-94.424330195510493,77
May,2018,Cameroon,-97.563676633444075,44
Apr.,2018,Cameroon,-98.013078470824951,79
Mar.,2018,Cameroon,-95.985589294904784,78
Feb.,2018,Cameroon,-96.872828353022939,45
Jan.,2018,Cameroon,-95.731225296442688,54
Dec.,2018,Cambodia,32266.666666666668,1942
Nov.,2018,Cambodia,25462.5,2045
Oct.,2018,Cambodia,21455.555555555555,1940
Sep.,2018,Cambodia,10314.285714285714,1458
Aug.,2018,Cambodia,17657.142857142859,1243
Jul.,2018,Cambodia,17871.428571428572,1258
Jun.,2018,Cambodia,11408.333333333332,1381
May,2018,Cambodia,90200,1806
Apr.,2018,Cambodia,66166.666666666657,3976
Mar.,2018,Cambodia,48475,1943
Feb.,2018,Cambodia,20457.142857142859,1439
Jan.,2018,Cambodia,42066.666666666672,1265
Dec.,2018,Burundi,-50,6
Nov.,2018,Burundi,-89.743589743589752,8
Oct.,2018,Burundi,-72.727272727272734,9
Sep.,2018,Burundi,-50,14
Aug.,2018,Burundi,-61.111111111111114,7
Jul.,2018,Burundi,-56.25,7
Jun.,2018,Burundi,-57.142857142857139,12
